Trans,URL,Total_Ttl,Jbs_Fld,Trans_ID,Copyright,Pub_Worked,Total_Pub,Trans_loc,Trans_loc_lat,Trans_loc_lng,Trans_BD,Trans_DD,Age,Bio
Ümit Kıvanç,https://teis.yesevi.edu.tr/madde-detay/kivanc-umit,2,Spor -  Medya -  Yayıncılık,Yazar -  Voleybolcu -  Gazeteci,True,İletişim,1,İstanbul,41.01384,28.94966,1956,,68,"Eczacı Bülbin Hanım ile gazeteci ve sunucu Halit Kıvanç'ın oğlu olarak İstanbul'da doğdu. Lise eğitimini İstanbul Erkek Lisesi'nde tamamladıktan sonra bir süre Şişli Siyasal Bilimler Yüksek Okulu'na devam etti. İstanbul Üniversitesi Basın-Yayın Yüksek Okulu'nu bitirdi. 1971-75 yılları arasında eczacıbaşı yıldız ve genç voleybol takımlarında oynadı. 1980-81 yıllarındaMilliyet,1981-86 yıllarındaCumhuriyetve 1997-98 yıllarındaRadikalgazetelerinde çalıştı. 1986-87 yıllarındaYeni Gündem'dehaftalık haber dergisi yayın yönetmeliği yaptı. 1987-98 yılları arasındaBirikimdergisinde teknik yönetmenlik,İletişim Yayınları'ndayayın kurulu üyeliği ve kapak tasarımcılığı yaptı. Fotoğraf ve müzikle uğraştı. Şu an İstanbul'da yaşamaktadır."
Ünal Bolat,https://teis.yesevi.edu.tr/madde-detay/unal-bolat,1,Medya -  Yayıncılık,Yazar -  Gazeteci,True,Yeniyüzyıl,1,Çorum,40.54889,34.95333,1960,,64,"Çorum'da dünyaya gelmiştir. İlk ve orta öğrenimini Çorum'da tamamlamıştır. 1984 yılında Samsun 19 Mayıs Üniversitesi Eğitim Fakültesi Türkçe Öğretimi bölümde lisans eğitimini tamamlamış, 1985 yılında başladığı yüksek lisans eğitimini 2014 yılında İstanbul Üniversitesi Sosyal Bilimler Enstitüsü Türk Dili ve Edebiyatı Ana Bilim Dalı Eski Türk Edebiyatı Bilim Dalı'nda""Vuslatü's- Salikin (metin - inceleme)""adlı tez çalışması ile tamamlamıştır. 1990 yılından beri Türkiye Gazetesinde köşe yazarlığı yapan Ünal Bolat, bazı editörlüklerde bulunmuş ve senaryolar yazmıştır. Bu senaryolardan 15'e yakını film olarak yayınlanmıştır. Evli ve iki çocuk babasıdır."
Üzeyir Gündüz,https://teis.yesevi.edu.tr/madde-detay/gunduz-uzeyir,4,Eğitim Ve Bilim -  Yayıncılık,Eğitimci -  Yazar,True,"Harf Eğitim, Küçükev",2,Kırşehir,39.14583,34.16389,1950,,74,"Kırşehir’in Mucur ilçesinde doğdu. Kayseri İmam Hatip Lisesi'nin ardından yükseköğrenimini Kayseri Yüksek İslam Enstitüsü'nde tamamlayan ve Türkiye’nin çeşitli il ve ilçelerinde öğretmenlik yapan Gündüz, (Çalışkan 2001: 425) daha sonra İlahiyat Fakültesi'ni bitirdi. Çeşitli okullarda öğretmenlik ve idarecilik yaptı. 1988 yılında Milli Eğitim Bakanlığı Türkçe Eğitim Geliştirme Merkezi (TEGEM)’nde görevlendirildi. 1990 yılında Radyo TV ile Eğitim Merkezi (FRTEM)’ne atandı (Sarıyüce, 2012)."
İ. Galip Arcan,https://teis.yesevi.edu.tr/madde-detay/arcan-galip,2,Performans Sanatları -  Yayıncılık,Şair -  Yazar -  Tiyatrocu -  Sinema Oyuncusu,True,Milli Eğitim Bakanlığı,1,İstanbul,41.01384,28.94966,1894,1973,79,"Bazı yazı ve eserlerinde ""İ. Galip"", ""İ. G. A."", ""İ. G."" müstearlarını da kullandı (Yıldırım, 2006: 76). Tam adı İsmail Galip ARCAN'dır. Divan-ı Muhasebat mümeyyizi Ahmet İzzet Bey ile Nafia Hanım'ın oğlu olarak 1893 yılında İstanbul'da doğdu. Ravza-i Terakki Okulunda ilköğrenimini gördü. 15 yaşında Ahmet Fehim Efendi'nin tiyatrosunda Ahmet Vefik Paşa'nın Moliere'den adapte ettiğiTabib-i Aşkoyununda sahneye çıktı (1909), Namık Kemal'inAkif Beyadlı oyunundaki başarısı ile dikkatleri üzerine çekti. Beşiktaş Soğukçeşme Askeri Rüştiyesini bitirdi (1910). Kuleli Askeri Lisesindeki öğrenimini yarıda bırakarak tiyatroya yöneldi. 1910 yılında Burhanettin Tepsi'nin kurduğu Burhanettin Tiyatrosu'na katılarak Selanik'e turneye gitti ve olumlu eleştiriler aldı. 1914 yılında yeni kurulan Darülbedayi'ye girdi, yeteneği sayesinde ilerleyerek bu kurumun yönetiminde yer aldı. 1921'de Fransa'ya gidene kadar Darülbedayi'deUçurum, Kundak Takımları, Kısmet Değilmiş, Kendini Biladlı oyunlarda rol aldı;Boraadlı piyesin adaptesini yaptı.1921 yılında Paris'e giderek A. Antoine'ın gözetiminde tiyatro ve sinema alanlarında üç yıl araştırma yaptı, Comédie Française ve Théatre L'odéon'da çalıştı. Daha sonra iki ay da Berlin'de kaldıktan sonra Türkiye'ye döndü. İstanbul'a dönüşünün ardından, Raşit Rıza Tiyatrosu'na girerek burada oyuncu olarak görev aldı. 1923 yılında ikinci kez Fransa'ya gitti. Türkiye'ye dönüşünde Muhsin Ertuğrul'un Ferah Tiyatrosu'na girdi ve oyuncu olarak çalıştı. Daha sonra Muhsin Ertuğrul ve Behzat Butak ile bir topluluk kurarak Avrupa tiyatro tekniklerini Türk tiyatrosunda uygulamaya çalıştı. Bu topluluğun dağılmasından sonra Almanya'ya giderek Berlin'de Alman tiyatrosu üzerine araştırmalar yaptı. Yurda dönüşünün ardından 1926 yılında Şehir Tiyatrolarında çalışmaya başladı ve ölünceye dek bu görevini sürdürdü. İstanbul Belediyesi Şehir Tiyatroları'nda yüze yakın oyunda rol aldı. Bu oyunlardan bazıları şunlardır:Kafes Arkasında (1930), Müddeiumumi (1931), Bir Ölü Evi (1932), Süt Kardeşler (1933), Hamlet (1934), Müfettiş (1935), Ayak Takımı Arasında (1936), Kral Lear (1937), Windsor'un Şen Kadınları (1938), Kibarlık Budalası (1941), Nasıl Hoşunuza Giderse (1942), Cimri (1944), Cyrano de Bergerac (1945), Kral Oidipus (1947), Don Juan (1950), Son Koz (1952), Benim Üç Meleğim (1957), Bir Kavuk Devrildi (1962).1932-1942 yılları arasında Devlet Konservatuvarı'nda diksiyon öğretmeni olarak görev yaptı.Ankara Postası(1928), Karım Beni Aldatırsa (1933), Aynaroz Kadısı(1938), Ölünceye Kadar Seninim (1949)filmleri başta olmak üzere 1917-1956 yılları arasında yirmi beş kadar sinema filminde aktör olarak rol aldı, özellikleBican Efendiseri filmlerindeki Bican Efendi tiplemesiyle radyoda ise Habibe Molla tiplemesiyle ünlendi. Neriman Hanım'la evli olan İ. Galip Arcan, 8 Ağustos 1973 tarihinde İstanbul'da vefat etti."
İbrahim Alaettin Gövsa,https://teis.yesevi.edu.tr/madde-detay/govsa-ibrahim-alaettin,3,Eğitim Ve Bilim -  Yayıncılık,Eğitimci -  Şair -  Yazar,False,"İkbal Kütüphanesi, Tanin, Devlet",3,İstanbul,41.01384,28.94966,1889,1949,60,"İstanbul’da doğar. Filibelizadelerden Abdullah Efendi'nin torunu ve Mustafa Asım Bey'in oğludur. Gövsa'nın büyükbabasının İstanbul'da müderris, huzur mukarriri ve saray hocası olduğu bilinmektedir. Fıkıh ve dile ilişkin Arapça çeşitli kitapçıkları ile haşiyeleri ve şerhleri vardır. Gövsa'nın babası Mustafa Asım Bey ise 1856-1904 yılları arasında yaşamış, tanınmış bir şair ve muharirdir. Mustafa Asım Bey, iyi derecede Arapça bilen, Farsça ve Fransızcayı da anlayabilecek kadar bu dillere vakıf olan, gazetelerde makaleleri yayımlanan entelektüel bir kişidir. Kendisinin aynı zamandaNale-i Uşşak (1883)isimli Kerbela vakasını anlatan bir mersiyesi bulunmaktadır. Fransızcadan Fenelon'unTelemakadlı eseri ile FarsçadanPend-iAttar'ı da tercüme ettiği bilinmektedir (Eliuz 1996). Gövsa’nın ilmi ve edebi kişiliğinde yetiştiği aile ortamının ve aldığı terbiyenin etkisi göze çarpar. Babasının görevi dolayısıyla Kudüs, Trabzon, İstanbul gibi pek çok vilayeti dolaşan İbrahim Alaettin Gövsa, yaşadığı dönemde özellikle eğitime ve çocuk terbiyesine dair fikirleriyle öncü olup önemli çalışmalara imza atar."
İbrahim Demirci,https://teis.yesevi.edu.tr/madde-detay/demirci-ibrahim,16,Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Yazar -  Şair -  Çevirmen,True,"Öncü, Oğlak, Rey, Mavi, Hece, Yapı Kredi, Atlas Kitap, Ebabil",8,Konya,37.87135,32.48464,1956,,68,"Konya'da doğdu. İlkokulu Namık Kemal İlkokulunda, ortaöğretimi 1973 yılında Balıkesir İmam Hatip Lisesi ve Konya Lisesinde tamamladı. Üniversite öğrenimini ise 1978 yılında Erzurum Atatürk Üniversitesi Edebiyat Fakültesi Türk Dili ve Edebiyatı Bölümünde tamamladı. 1979 yılında Kırıkhan'da, 1980-85 yılları arasında Ilgın'da 1985-89 yılları arasında Amasya'da ve 1989 yılında Konya'da edebiyat öğretmenliği yaptı. Yüksek lisansını Samsun 19 Mayıs Üniversitesinde''Behçet Necatigil'in Şiir Dünyası''adlı tez çalışmasıyla tamamladı. Demirci, Konya'da öğretmen olarak çalışmakta ve yazı çalışmalarını burada sürdürmektedir."
İlhan Berk,https://teis.yesevi.edu.tr/madde-detay/berk-ilhan,3,Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Şair -  Yazar -  Çevirmen,True,"Adam, Varlık, Yazko",3,Manisa,38.61202,27.42647,1918,2008,90,"Manisa’da doğdu.  Asıl adı, Emrullah İlhan Birsen’dir. Babasının adı Veli, annesinin adı Hesna olan Berk, iki kız, dört erkek çocuktan oluşan ailesinin en küçük çocuğudur. İlkokulda, okul müdürü Azmi Bey’in rehberliğinde okul gazetesini çıkaran Berk’te ilk edebiyat ilgisi böyle başladı. Ortaokulda ise Türkçe öğretmeni Halime Hanım’ın himayesinde edebiyat sevgisi ve yazı yazma tutkusu gün geçtikçe gelişir. Bu arada ilk şiirleri Halkevlerinin çıkardığıUyanışdergisinde yayımlandı. Bir müddet sonra ilk kitabınıGüneş Yakanların Selamı'nı Manisa Halkevi’nin yardımıyla 1935 yılında çıkardı. Öğretmen Okulu’nda parasız yatılı olarak okumaya başladı. “Okulu bitirince Giresun’un Espiye nahiyesine atanır. Daha sonra Ankara Gazi Eğitim Enstitüsü’nün Fransızca bölümüne girer. Böylece hem Fransız edebiyatıyla hem de büyük şehirle tanışmıştır. Bitirdikten sonra (1945) Zonguldak’a atanır.” (Tomris 1967: 49) Kömür işçilerine ait çok sayıda şiir yazması, onun gözlemci kişiliğini yansıtması bakımından önemlidir. Manisa’dayken yazmaya başladığıServet-i Fünûndergisindeki yazılarını devam ettirir.Varlıkdergisine az da olsa şiirlerini göndermektedir. Daha sonra sekiz yıl görev yapacağı Kırşehir’e nakil oldu ve ilk önemli eseri olanİstanbul Kitabı'nı yazdı. Bu kitapla şair kendine belirli bir çevre edinmeye başladı. Yaz aylarında da Ankara ve İstanbul’a giderek sanatçıların sol kesimiyle ilişkilerini devam ettirdi. Mahir Ünlü’nün, Baki Süha Edipoğlu’ndan aldığı şu cümleler onun ruhsal durumunu belirtmesi bakımından önemlidir: “İlhan Berk, o yıllarda Anadolu’nun çeşitli kasaba ve şehirlerinde öğretmenlik yaptığı için ancak yaz aylarında Ankara’ya, İstanbul’a gelebiliyordu. Küskün ve neşesiz bir hali vardı.” (Ünlü-Özcan 1990: 326) Yazmış olduğuGünaydın Yeryüzüadlı kitabından dolayı 142. Maddeye muhalefetten mahkemeye verildi. Eserin Yeditepe Yayınlarından basın masasına gidişi altı ayı geçtiği için avukatı Burhan Apaydın’ın zaman aşımını fark etmesi sayesinde dava düştü ve ceza almadan kurtuldu. İlhan Berk, Fransızcayı bilmesi nedeniyle Batı edebiyatını takip edebiliyordu. Rimbaud’dan Mallarmé’ye Whitman’dan E. E. Cummings’e kadar yüzlerce Batılı şairi okuyarak şiirin sözsel alanın ötesinde çok daha başka özelliklerinin olduğunu fark etmiştir. (Berk 1994: 95) Böylece yönünü Batı'ya çeviren İlhan Berk, kaynaklarını oradan seçerek yeni bir şiir anlayışı edindi."
İlhan Yardımcı,https://teis.yesevi.edu.tr/madde-detay/yardimci-ilhan,1,Din -  Yayıncılık,Yazar -  Şair -  Mutasavvıf,True,Dizgi Ofset,1,Bayburt,40.25631,40.22289,1941,,83,"Bayburt'ta doğdu. Erzurum Yavuz Selim İlköğretim Okulun'dan 1954 yılında mezun oldu.Erzurum Hürsöz, Ekspres ve Doğu gazetelerindeyazıları yayımlandı 1959-1960 Öğretim yılında Öğretmen Okulundan mezun olarak, Van Yaylıyaka (Adır) Köyü İlkokulu'na tayin edildi. VanİkinisanveKurtuluşgazetelerinde, Van ve çevresi ile ilgili ""Milli Folklor Araştırmaları"" yazıları yayınlandı. Yerel ve ulusal pek çok gazete ve dergide çeşitli çalışmaları yayımlayan Yardımcı,.2001 yılı ""Folklor Oskarı"" ödülünü kazandı. Türkiye ve Dünyanın en uzun şiir kitabıDağgülü(II)'den sonra, yine Türkiye ve Dünyanın en uzun şiir kitabı olanSeher Yeliisimli eserini hazırlayan ilhan Yardımcı'nın, Yayımlanmış seksen bir, baskıya hazır yirmi iki eser; dört bin beş yüz makale, araştırma ve röportajda imzası vardır. İlhan Yardımcı, dört çocuk babasıdır."
İlyas Halil,https://teis.yesevi.edu.tr/madde-detay/ilyas-halil,1,Yayıncılık,Şair -  Yazar,True,Kaynak,1,Adana,36.98615,35.32531,1930,,94,"1930 yılında Adana'da dünyaya geldi. Genç yaşlara kadar Mersin'de yaşadı. 1942'de Gazipaşa İlkokulu'na, 1946'da Talas Amerikan Koleji'ne, 1949'da Tarsus Amerikan Koleji'ne gitti. 1964 yılında ailesiyle birlikte Kanada'ya göç etti. Montreal'de yatırım alanında eğitim gördü. Yirmi yıla yakın Arap Emirliklerinde görev yaptı. Emekli oldu. Kanada'ya döndü. Uzun seneler Kanada'da yaşadı. Ölüm tarihi hakkında bir bilgiye ulaşılamadı."
İlyas Tunç,https://teis.yesevi.edu.tr/madde-detay/tunc-ilyas,5,Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Şair -  Çevirmen,True,"Artshop, Bence Kitap, Ve, Meda Kitap, Kaos Çocuk Parkı",5,Ordu,40.97782,37.89047,1956,,68,"Ordu'da doğan Tunç, ilkokulu ve ortaokulu doğduğu şehirde tamamlamıştır. 1974 yılında Sinop Lisesi'nden mezun olan Tunç, gençlik yıllarında Orduspor’da amatör ve profesyonel olarak bir süre futbol oynamıştır (www.ilyastunc.com.tr/ozgecmis). Ankara Gazi Eğitim Enstitüsü İngilizce Bölümü'nü bitiren şair,1979 yılından sonra yurdun çeşitli yerlerinde öğretmenlik yapmıştır. 1994’te Ali Rıza Ertan Şiir Ödülü'nü, 1995'te Orhon Murat Arıburnu Jüri Özel Ödülü'nü ve aynı yıl Damar Dergisi Çankaya Belediyesi İlkbahar Şiir Ödülü'nü,2008 yılında da Ceyhun Atuf Kansu Şiir Ödülü'nü kazanan Tunç, Edebiyatçılar Derneği, BESAM ve TYS üyesidir. Sinop'ta yaşayan şair, Ordu Olay yerel haber sitesinde de yazılar yazmıştır."
İnci Asena,https://teis.yesevi.edu.tr/madde-detay/asena-inci,6,Yayıncılık,Şair -  Yazar -  Yayıncı -  Çevirmen.,True,"Milliyet, Adam, Doğan Kitap, Everest",4,İstanbul,41.01384,28.94966,1948,,76,"İstanbul’da doğdu. Babası tüccar Muhtar Asena, annesi Nihal Öndersev, ablası ise gazeteci/yazar Duygu Asena’dır. Atatürk’ün yaveri, milletvekili Ali Şevket Öndersev dedesi; milletvekili Vahit Asena amcasıdır. Gazeteci/yazar Halit Çapın ve Adam Yayıncılık’ın kurucusu reklamcı/yazar Nazar Büyüm eski eşleridir."
İpek Ongun,https://teis.yesevi.edu.tr/madde-detay/ongun-ipek,3,Yayıncılık,Yazar -  Çevirmen,True,Altın Kitaplar,1,Ankara,39.91987,32.85427,1942,,82,"Tam adı Sevim İpek Ongun olan yazar 7 Ocak 1942 tarihinde Ankara'da doğdu. Annesi edebiyat öğretmeni Fatma Aliye Hanım, babası ataşe Nusret Erden Bey'dir. İpek Ongun Ankara Koleji'ni ve Arnavutköy Amerikan Kız Koleji'ni (1961) bitirdi. New York'ta tiyatro eleştirmenliği kursu aldı. BuradaTime and Lifegibi yayın kuruluşlarında görev yaptı. Çocuk romanlarıyla yazın hayatına giriş yapan yazar, ilk gençlik romanları alanında ün kazandı. Yazın hayatına lise yıllarındaDoğan Kardeşdergisine çeviriler yaparak başlayan Ongun, 1980 yılında ilk çocuk romanıMektup Arkadaşları'nı yayımlandı. Bu eseri takibenKamp ArkadaşlarıveAfacanlar Çetesiadlı çocuk kitaplarını kaleme aldı.Yaş On Yediise İpek Ongun'un gençlik için yazdığı ilk romandır. Yazar, bu eserin yazıldıktan sonra iki yıl yayınevinde bekletilip hangi yaş grubuna dahil edilmesi gerektiğine karar verilemediğinden basılmadığını belirtir (Ongun 2014: 534)."
İrfan Yalçın,https://teis.yesevi.edu.tr/madde-detay/yalcin-irfan,9,Performans Sanatları -  Yayıncılık,Romancı -  Öykücü -  Tiyatro Yazarı -  Şair -  Çevirmen -  Yayıncı,True,"Yankı, Hür, Z, Yalçın, Oda, Milliyet, İris, Ad",8,Zonguldak,41.45139,31.79305,1934,,90,"Zonguldak'ta doğdu. İstanbul Üniversitesi Edebiyat Fakültesi Fransız Dili ve Edebiyatı Bölümü’nü bitirdi (1960). Kozan, Çarşamba ve Zonguldak’ta altı yıla yakın Fransızca öğretmenliği yaptı. 1973'te Zonguldak'taki öğretmenliğinden ayrılıp İstanbul'a geldi ve 1985'e kadar kitabevi işletti. Z Yayınları'nı kurup yönetti.Soyut,Varlık,TürkDili,Gelecek,YeniAdımlar,Doğrultugibi dergilerde şiir, öykü ve eleştiri yazıları yayımlandı."
İshak Refet Işıtman,https://teis.yesevi.edu.tr/madde-detay/isitman-ishak-refet,1,Kamu Ve Hukuk -  Eğitim Ve Bilim -  Yayıncılık,Şair -  Yazar -  Öğretmen -  Milletvekili,False,Türk Dil Kurumu,1,Gaziantep,37.05944,37.3825,1891,1946,55,"Nüfus cüzdanı suretinde ismi, ""İshak Işıtman"" şeklinde kayıtlıdır. Mehmet İzzet Bey ile Fatma Hanım'ın oğlu olarak 1891 yılında Ayıntap'ta (Gaziantep) doğdu. Ayıntap'ın eski ve köklü ailelerinden Ali Efendioğulları'ndandır. İshak Refet, 1906 yılında Ayıntap Rüştiyesini bitirdikten sonra 1909'a kadar Ayıntap Kolejinde okudu, 1913 yılında İstanbul Hukuk Fakültesinden mezun oldu. 1914’te Ayıntap Ticaret İdadisine Türkçe öğretmeni olarak atandı, 1915 yılına kadar bu görevine devam etti. 1915-1918 yılları arasında Bandırma ve Gelibolu’da askerlik yaptı. 1918’de askerden terhis edilince İstanbul'a geldi, bir süre bu şehirde yaşadı. 1919’da Güneydoğu Anadolu Bölgesi’ndeki kurtuluş mücadelesine destek vermek amacıyla memleketi Antep’e döndü. Orada bir yandan Kurtuluş Savaşı'nı teşkilatlandırırken bir yandan da öğretmen olarak görev yaptı. İşgal kuvvetlerinin takibi üzerine önce Birecik’e, oradan da Malatya’ya geçti. Daha sonra Kütahya’ya geçerek Kuva-yı Milliye hareketine destek verdi. Batı cephesinde pek çok yerde savaştı, 1920 Ağustos’unda Ankara’ya geldi. Maraş Milli Eğitim Müdürlüğü’ne tayin edildi. Maraş’ta üç sene kaldı, 1923’te Antep düşmanlardan kurtarılınca Antep Milli Eğitim Müdürlüğü’ne, 1924’te Sivas Milli Eğitim Müdürlüğü’ne atandı. Bir süre sonra Maarif Müfettiş-i Umumiliği’ne atanan İshak Refet, bir süre sonra Ankara Milli Eğitim Müdürü oldu. 1927’de Diyarbakır’dan milletvekili seçildi. Ankara’da Ziyaettin Fahri Fındıkoğlu ve İhsan Mahvi ile birlikte Halk Bilgisi Derneği’ni kurdu, bu derneğin başkanlığını yaptı. Türk Dil Kurumu kurulunca bu kurumda çalışmaya başladı. Ankara’da edebiyat öğretmeni olarak görev yaptı. İngilizce, Arapça ve Farsça biliyordu. Evli ve üç çocuk babası olan İshak Refet Işıtman, 17 Ekim 1946'da Ankara'da öldü (Yıldırım; Zeynel, 2010: 145)."
İskender Pala,https://teis.yesevi.edu.tr/madde-detay/pala-iskender,6,Eğitim Ve Bilim -  Yayıncılık,Akademisyen -  Yazar,True,"Kültür ve Turizm Bakanlığı, Türkiye Diyanet Vakfı, Deniz Kuvvetleri Komutanlığı, Kapı",4,Uşak,38.67351,29.4058,1958,,66,"Uşak’ın Kayaağılı köyünde doğdu. Devlet memuru Mehmet Pala ile Fatma Hanım’ın oğludur. İlköğrenimine Uşak Cumhuriyet İlkokulunda başladı. İmam-Hatip okulunda eğitime devam etti ve 1969’da mezun oldu. Kütahya Lisesinde yatılı olarak okudu. 1976 yılında liseden aldığı iki diploma ile iki farklı bölüme kaydoldu. İmam Hatip diplomasıyla Erzurum Atatürk Üniversitesi Türk Dili ve Edebiyatı Bölümüne, lise diplomasıyla Konya’da Mühendislik Bölümüne yerleşti. Ancak tercihini edebiyattan yana kullandı. Bir süre sonra edebiyat eğitimine Erzurum’da değil, yazar ve şairlerin mekanı olan İstanbul’da devam etmek istedi. İstanbul Üniversitesine yatay geçiş yaptı. 1979 yılında üniversiteden mezun oldu. Okul arkadaşı Hülya Hanım ile 1980 yılında evlendi. Bu evlilikten Hilye Banu (1982), Elif Dilasa (1986), Alperen Ahmet (1992) adını verdikleri üç çocukları oldu."
İskender Savaşır,https://teis.yesevi.edu.tr/madde-detay/savasir-iskender,1,Yayıncılık,Şair -  Öykücü -  Romancı -  Deneme Yazarı -  Çevirmen -  Yayıncı,True,Metis,1,Ankara,39.91987,32.85427,1955,2018,63,"""Genç cumhuriyetin keman hocası Necdet Remzi Atak ve Alman eşinin ilk torunları, yine müzisyen Sümer Atak’la ilk kuşak psikiyatri duayenlerinden Yusuf Savaşır’ın oğlu""dur (Bilgin 2018). İlk ve orta öğretimini Ankara Koleji'nde tamamladı. Hacettepe Üniversitesi Psikoloji Bölümünü bitirdi (1976). 1976 yılında Fullbright bursuyla ABD'ye gitti; Kansas Üniversitesi'nde dilbilim, California Üniversitesi'nde gelişim psikolojisi alanında uzmanlık eğitimi gördü. Bu dönemde J. G. Gerhardt ile birlikte yaptığı araştırmaların sonuçları çeşitli akademik dergilerde İngilizce olarak yayımlandı. Eğitimini sürdürürken devlet hastanelerinde ve özel kliniklerde sağlık görevlisi ve psikolog olarak suça itilmiş çocuklarla çalıştı."
İsmail Hakkı (Alişanzade),https://teis.yesevi.edu.tr/madde-detay/ismail-hakki-alisanzade,8,Kamu Ve Hukuk -  Eğitim Ve Bilim -  Yayıncılık,Şair -  Yazar -  Araştırmacı -  Çevirmen -  Diplomat,False,"Kitabhane-i Ebuzziya, Matbaa-i Orhaniye, Vakit Gazetesi, Remzi",4,İstanbul,41.01384,28.94966,1871,1944,73,"İstanbul'da doğdu. İyi bir eğitimin ardından devletin çeşitli kademelerinde görev aldı. Fevziye Rüştiyesi ve Mülkiye Mektebi'nden mezun oldu (1889). Hariciye Nezareti Şehbenderlik Kalemi'nde 1891'de katip olarak başladığı görevinde yükselerek 1908'de müdür oldu. Yurt dışında da görevlendirildi; 1909'da Marsilya, 1918'de Münih başkonsolosu olarak çalıştı. 1925'te emekli oldu. Soyadı Kanunundan sonra Eldem soyadını aldı."
İsmail Kaygusuz,https://teis.yesevi.edu.tr/madde-detay/kaygusuz-ismail,1,Performans Sanatları -  Eğitim Ve Bilim -  Yayıncılık,Akademisyen -  Araştırmacı Yazar -  Romancı -  Tiyatro Yazarı,True,Su,1,Malatya,38.35018,38.31667,1944,,80,"Malatya-Arapgir ilçesine bağlı Onar Köyü’nde doğdu. Akçadağ İlköğretim Okulu’nu ve Malatya Lisesi’ni bitirdi. İstanbul Üniversitesi’nin Klasik Diller ve Edebiyatları bölümünden mezun oldu.12 yıl ilkokul öğretmenliği yaptı. Eskiçağ Tarihi ve Klasik Arkeoloji sertifikaları aldı. Doktorasını tamamladıktan sonra İstanbul Üniversitesi'nde, Klasik Arkeoloji ve Klasik Filoloji bölümlerinde dokuz yıl öğretim üyesi olarak çalıştı. Van-Urartu, Enez ve Perge’de arkeolojik kazılara katıldı. 1986'da Fransa'ya gitti. Université de Nancy II ve Collége de France’da Bizans dili ve epigrafisi üzerine araştırmalar yaptı. Paris’te ve Londra’da çeşitli üniversitelerde Alevilik üzerine çalıştı. 1987'de Strasbourg Üniversitesi’nde başladığı13. Yüzyıl Türk Halk Tasavvufu ve Bizans Mistikleribaşlıklı doktora çalışmasını özel nedenlerle devam ettiremedi ve mezun olamadı. 1992'de Londra'ya yerleşti (Işık 2006: 1087-1088; Işık 2007: 2113-2114)."
İsmet Zeki Eyüboğlu,https://teis.yesevi.edu.tr/madde-detay/eyuboglu-ismet-zeki,18,Eğitim Ve Bilim -  Yayıncılık,Yazar -  Çevirmen -  Araştırmacı,True,"Çan, Arkın, Elif, Ataç, Oluş, Kervan, Adam, Say, Bilim Felsefe, Pencere, Sosyal, Yeni Gün, Payel",13,Trabzon,41.005,39.72694,1925,2003,78,"1925 doğumlu olan Eyüboğlu, Şakire Hanım ile ziraatçi Abdullah Eyüboğlu'nun oğlu; II. dönem TBMM üyesi Rahmi Eyüboğlu'nun yeğeni, yazar Sabahattin Eyüboğlu, şair, ressam Bedri Rahmi Eyüboğlu ve mimar Mualla Eyüboğlu'nun kuzenleridir. 1938 yılında Maçka Merkez İlkokulu'nu, 1944 yılında Yenikapı Ortaokulu'nu, 1948 yılında Vefa Erkek Lisesi'ni bitirdi. 1953'te İstanbul Üniversitesi Edebiyat Fakültesi Tarih, Felsefe ve Klasik Filoloji bölümlerinde eğitimini tamamladı (TBEA2001). Yüksek lisans eğitimini ""Lucretius'ta Bilgi Kavramı"" isimli Latince teziyle yine İstanbul Üniversitesi'nde bitirdi (Kurdakul 1973). 1956-58 yılları boyunca Özel Gazetecilik Okulu'nda felsefe ve edebiyat dersleri verdi. Daha sonra iş hayatını sonlandırarak kendisini çevirmenliğe, araştırmacılığa ve yazarlığa adadı. Türkiye Felsefe Kurumu, TYS, Edebiyatçılar Derneği, Eyüboğlu Kültür ve Sanat Vakfı, Vefa Lisesi Mezunları Derneği üyeliklerinde bulundu (Necatigil 1999). 1995 yılında Hacı Bektaş Barış Ödülü'nü; 1996 yılında Edebiyatçılar Derneği Onur Ödülü'nü kazandı. 12 Kasım 2003'te, İstanbul'da öldü. Üsküdar Selimiye Camii'nde kılınan namazının ardından, Maçka'da toprağa verildi."
İsmet Özel,https://teis.yesevi.edu.tr/madde-detay/ozel-ismet,5,Yayıncılık,Şair -  Yazar,True,"Çıdam, Şule",2,Kayseri,38.73222,35.48528,1944,,80,"Kayseri 'nin Düvenönü’nde dünyaya geldi. Özel doğduğu sırada Kayseri’de polis memuru olarak görev yapan babası Ahmet Bey, Süleyman Çavuş adlı Bağdatlı bir askerin oğludur. Süleyman Çavuş, İsmet Özel’in babaannesi olan Esma Hanım ile evliliğini Kuşadası’nda gerçekleştirdi. Esma Hanım, beş çocuktan sonuncusu olan İsmet Özel’in babası Ahmet Beyi, 1899 yılında Kuşadası’nda dünyaya getirdi. Şairin anne tarafından dedesi Hasan Bey, Söke’de Hacı Yüzbaşıgil olarak tanınan bir aileye mensuptur. Hasan Bey, İsmet Özel’in anneannesi olan Fadime Hanım ile Söke’de evlendi. Bu evlilikten doğan üç çocuğun sonuncusu, İsmet Özel’in annesi Sıdıka Hanım’dır. Sıdıka Hanım 1902 yılında dünyaya geldi."
